link,popularity,title,year,lyrics
http://www.metrolyrics.com/sweetness-follows-lyrics-rem.html,2,Sweetness Follows Lyrics,2006,"Readying to bury your father and your mother
What did you think when you lost another?
I used to wonder, why did you bother?
Distanced from one, blind to the other
Listen here my sister and my brother
What would you care if you lost the other?
I always wonder, why did we bother?
Distanced from one, blind to the other
Oh, but sweetness follows
It's these little things, they can pull you under
Live your life filled with joy and wonder
I always knew this altogether thunder
Was lost in our little lives
Oh, but sweetness follows
Oh, but sweetness follows
It's these little things, they can pull you under
Live your life filled with joy and thunder
Yeah, yeah we were altogether
Lost in our little lives
Oh, but sweetness follows
Oh, but sweetness follows"
http://www.metrolyrics.com/i-believe-lyrics-rem.html,2,I Believe Lyrics,2006,"When I was young and full of grace, and spirited a rattlesnake
When I was young and fever fell, my spirit I will not tell
You're on your honor not to tell
I believe in coyotes and time as an abstract
Explain the change, the difference between
What you want and what you need, there's the key
Your adventure for today, what do you do
Between the horns of the day
I believe
My shirt is wearing thin and change is what I believe in
When I was young and give and take, and foolish said my fool awake
When I was young and fever fell, my spirit I will not tell
You're on your honor, on your honor
Trust in your calling, make sure your calling's true
Think of others, the others think of you
Silly rule, golden words make practice, practice makes perfect
Perfect is a fault, and fault lines change
I believe
My humor's wearing thin and change is what I believe in
I believe
My shirt is wearing thin and change is what I believe in
When I was young and full of grace, and spirited a rattlesnake
When I was young and fever fell, my spirit I will not tell
You're on your honor, on your honor
I believe in example, I believe my throat hurts
Example is the checker to the key
I believe
My humor's wearing thin and I believe the poles are shifting
I believe
My shirt is wearing thin and change is what I believe in"
http://www.metrolyrics.com/talk-about-the-passion-lyrics-rem.html,2,Talk About The Passion Lyrics,2011,"Empty bread, empty mouths, combien reaction
Empty bread, empty mouths, talk about the passion
Not everyone can carry the weight of the world
Not everyone can carry the weight of the world
Talk about the passion, talk about the passion
Empty bread, empty mouths, combien reaction
Empty bread, empty mouths, talk about the passion
Combien, combien, combien de temps
Talk about the passion, talk about the passion
Not everyone can carry the weight of the world
Not everyone can carry the weight of the world
Combien, combien, combien de temps
Talk about the passion, talk about the passion
Talk about the passion, talk about the passion
Talk about the passion, talk about the passion"
http://www.metrolyrics.com/turn-you-insideout-lyrics-rem.html,2,Turn You Inside-out Lyrics,2006,"Divide your cultured pearls in haste
I'm looking for to lay to waste
Of all the things I cannot taste
And this is not the racy race
They spoke loud
I believe in what you do
I believe in watching you
I believe in what you do
(It's what you do)
I believe in watching you
I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
Given the choice
Given the heart
Given the truth
Given the word
Given the cheers
I believe in what you do
I believe in watching you
I believe in what you do
(It's what you do)
I believe in watching you
I believe in what you do
I believe in watching you
I, I, I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
I believe in what you do
I believe in watching you
(Given the choice)
I believe in what you do
(Given the heart)
I believe in watching you
(Given the truth)
I believe in what you do
(Given the word)
I believe in watching you
(Given the cheers)
I believe in what you do
I believe in watching you
I could, I, I could turn you inside out
What I choose not to do
I could turn you inside out
What I choose not to do
Given the choice
Given the heart
Given the truth
Given the word
Given the cheers
Given the choice
Given the choice
Given the choice"
http://www.metrolyrics.com/mrrichards-lyrics-rem.html,1,Mr. Richards Lyrics,2008,"Mr. Richards, your position
Is a messenger pigeon
Left behind you when the camp moved on
We thought that you would listen
But the words had never crystallized
Into a truth that you might own, hey hey
Mr. Richards, your decision
Pay attention, pay attention
Mr. Richards, you're forgiven
For a narrow lack of vision
But the fire's are still raging on
The public's got opinions
And these consequences border on
The compound that you raised will sell it see, hey hey
Mr. Richards, your decision
Pay attention, pay attention
So listen, your intention
Sign the papers, stamp the ribbon
You're mistaken if you think we'll just forget
You can thump your chest and rattle
Stand in front of your piano
But we know what's going on
Yes, we know what's going on
We're the children of the choir, hey
And we know what's going on
Mr. Richards, your conviction
Had us cheering in the kitchen
Now the jury's eating pigeon pie
So tell me how is prison
Have they taught you how to listen?
We've begun to bridge the schism
Pay attention, pay attention
Mr. Richards, your decision
Pay attention, pay attention
You can thump your chest and rattle
Stand in front of your piano
But we know what's going on
Yes, we know what's going on
We're the children of the choir, hey
From the compound fire, hey
And we know what's going on
Yes, we know what's going on"
http://www.metrolyrics.com/until-the-day-is-done-lyrics-rem.html,1,Until The Day Is Done Lyrics,2008,"The battle's been lost, the war is not won
An addled republic, a bitter refund
The business first flat earthers licking their wounds
The verdict is dire, the country's in ruins
Providence blinked, facing the sun
Where are we left to carry on
Until the day is done
Until the day is done
As we've written our stories to entertain
These notions of glory and bull market gain
The teleprompt flutters, the power surge brings
An easy speed message falls into routine
Providence blinked, facing the sun
Where are we left to carry on
Until the day is done
Until the day is done
A voice whispers ""Son,
The blessed vision comes.""
What have I done
What have I done
So hold tight your babies and your guns
Forgive us our trespasses, father and son
Providence blinked, facing the sun
Where are we left to carry on
Until the day is done
Until the day is done
Until the day is done
Until the day is done
Until the day is done
Until the day is done"
http://www.metrolyrics.com/radio-song-lyrics-rem.html,1,Radio Song Lyrics,2014,"Hey, I can't find nothing on the radio
Yo! turn to that station
The world is collapsing
Around our ears
I turned up the radio
But I can't hear it
When I got to the house
And I called you out
I could tell that you had been crying, crying
It's that same sing song on the radio
It makes me sad
I meant to turn it off
To say goodbye
To leave in quiet, that radio song
Hey, hey, hey [(ha ha)]
I've everything to show [(everything to show)]
I've everything to hide [(everything to hide)]
Look into my eyes
Listen
When I got to the show
Yo ho ho
I could tell that you had been crying, crying
It's that same sing song, and the DJ sucks
It makes me sad
I tried to turn it off [(turn it off)]
To say goodbye my love
That radio song
Hey, hey, hey
The world is collapsing
Around our ears
I turned up the radio
But I can't hear it
Yeah, baby, baby, baby
I tried to sing along
But damn that radio song
Hey hey hey
I've everything to show [(everything to show)]
I've everything to hide [(everything to hide)]
Look into my eyes
Listen to the radio
I turned up the radio
But I can't hear it
No, I can't hear it
Hey, hey, hey
Say what?
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Hey, hey, hey
Say what?
Hey, hey, hey
Check it out
What are you saying?
What are you playing?
Who are you obeying?
Day out, day in, huh?
Baby, baby, baby
That stuff is driving me crazy
DJs communicate to the masses
Sex and violent classes
Now our children grow up prisoners
All their life- radio listeners"
http://www.metrolyrics.com/finest-worksong-lyrics-rem.html,1,Finest Worksong Lyrics,2008,"The time to rise has been engaged
You're better best to rearrange
I'm talking here to me alone
I listen to the finest worksong
Your finest hour
Your finest hour
Another chance has been engaged
To throw Thoreau and rearrange
You are following this time
I beg you not beg to rhyme
Your finest hour
Your finest hour
Take your instinct by the reins
Better best to rearrange
What we want and what we need
Has been confused, been confused
Your finest hour
Your finest hour
Take your instinct by the reins
Better best to rearrange
What we want and what we need
Has been confused, been confused
Your finest hour
Your finest hour
Your finest hour
Your finest hour"
http://www.metrolyrics.com/hyena-lyrics-rem.html,1,Hyena Lyrics,2006,"Night time fell at the opening
In the final act of the beginning of time
Hyena, take your role, the stage is set
The town is safe again tonight
Hyena (I see the day ahead)
Hyena (and all that I've cried through)
Hyena (God knows you're doing that, don't you)
Hyena, sister, look to your hand
Man, you serve communal interest
She'll tell you when and where and how and why you'd hurt
A beautiful young lady
Hyena (I see the day ahead)
Hyena (and all that I've cried through)
Hyena (God knows you're doing that, don't you)
The only thing to fear is fearlessness
The bigger the weapon, the greater the fear
Hyena is ambassador to here
Nighttime fell like the closing
Meager pay, but recognition
Hyena crawls on his belly out
The town is safe again tonight
Hyena (I see the changes, man)
Hyena (going on across the way)
Hyena (I see my road ahead)
Hyena (don't know if I should stay)
Hyena (I see you holding him)
Hyena (and all that I've cried through)
Hyena (God knows you're doing that, don't you)"
http://www.metrolyrics.com/all-the-right-friends-lyrics-rem.html,1,All The Right Friends Lyrics,2003,"I know you say
Maybe some day
I need never be alone
I know I say
It's the right way
But you'll never be the one
I've been walking alone now
For a long, long time
I don't wanna hang out now
With the friends who just aren't mine
Party to party
You've been looking
But your search will never end
You've been hanging
With the wrong crowd
You've got all the right friends
I've been walking alone now
For a long, long time
I don't wanna hang out now
With the friends that just aren't mine
I don't wanna be with you anymore
I just don't want you anymore
I don't wanna be with you anymore
I just don't want you anymore
I don't wanna be with you anymore
I just don't want you anymore
I don't wanna be with you anymore
I just don't want you anymore"
http://www.metrolyrics.com/walk-unafraid-lyrics-rem.html,1,Walk Unafraid Lyrics,2006,"As the sun comes up, as the moon goes down
These heavy notions creep around
It makes me think long ago
I was brought into this life a little lamb, a little lamb
Courageous, stumbling
Fearless was my middle name
But somewhere there I lost my way
Everyone walks the same
Expecting me to step
The narrow path they've laid
They claim to walk unafraid
I'll be clumsy instead
Hold my love me or leave me high
Say ""Keep within the boundaries if you want to play""
Say ""Contradiction only makes it harder""
How can I be what I want to be?
When all I want to do is strip away
These stilled constraints
And crush this charade
Shred this sad masquerade
I don't need no persuading
I'll trip, fall, pick myself up
And walk unafraid
I'll be clumsy instead
Hold my love me or leave me high
If I have a bag of rocks to carry as I go
I just want to hold my head up high
I don't care what I have to step over
I'm prepared to look you in the eye
Look me in the eye
And if you see familiarity
Then celebrate the contradiction
Help me when I fall
To walk unafraid
I'll be clumsy instead
Hold my love me or leave me high
Walk unafraid
I'll be clumsy instead
Hold my love me or leave me high"
http://www.metrolyrics.com/so-central-rain-lyrics-rem.html,1,So. Central Rain Lyrics,2011,"Did you never call? I waited for your call
These rivers of suggestion are driving me away
The trees will bend, the cities wash away
The city on the river there is a girl without a dream
I'm sorry, I'm sorry, I'm sorry, I'm sorry
Eastern to Mountain, third party call, the lines are down
The wise man built his words upon the rocks
But I'm not bound to follow suit
The trees will bend, the conversation's dimmed
Go build yourself another home, this choice isn't mine
I'm sorry, I'm sorry, I'm sorry, I'm sorry
Did you never call? I waited for your call
These rivers of suggestion are driving me away
The ocean sang, the conversation's dimmed
Go build yourself another dream, this choice isn't mine
I'm sorry, I'm sorry, I'm sorry, I'm sorry"
http://www.metrolyrics.com/pretty-persuasion-lyrics-rem.html,1,Pretty Persuasion Lyrics,2006,"It's what i want hurry and buy
All has been tried follow reason and buy
Cannot shuffle in this heat it's all wrong
Try to put that on your sleeve it's all wrong it's all wrong
He's got a pretty persuasion
She's got pretty persuasion
God damn pure confusion
She's got pretty persuasion
It's what i want hurry and buy
All has been tried follow reasoning
And i put that in this heat it's all wrong
Try to wear that on my sleeve it's all wrong all wrong
He's got a pretty persuasion
She's got pretty persuasion
God damn, pure confusion
He's got pretty persuasion
In the light i saw
Quite a scene there
It's what i want, hurry and buy,
All has been tried, follow reason and buy,
Try to put that in this heat it's all wrong
Cannot wear that on your sleeve it's all wrong it's all wrong"
http://www.metrolyrics.com/that-someone-is-you-lyrics-rem.html,1,That Someone Is You Lyrics,2011,"With the restraint of
New Order covers,
Young Marble Giants
I sat... quietly... waiting...
For someone else to make the first move,
Someone else to make the first move...
That someone is you
That someone is you!
That someone has pulled me up and out of
cartoon quicksand
Pulled me up and out of me!
And with the fury lock of Sharon Stone Casino,
Scarface, Al Pacino, '74 Torino. I need
someone else to make the first move,
Someone else to make the first move,
That someone is you
That someone is you!
That someone has pulled me up and out of
cartoon quicksand
Pulled me up and out of me...
You
Pulled me up and out of cartoon quicksand
Pulled me up and out of me!"
http://www.metrolyrics.com/king-of-birds-lyrics-rem.html,1,King of Birds Lyrics,2008,"A thumbnail sketch, a jeweler's stone
A mean idea to call my own
Old man don't lay so still you're not yet young
There's time to teach, point to point,
Point observation, children carry reservations
Standing on the shoulders of giants
Leaves me cold, leaves me cold
A mean idea to call my own
A hundred million birds fly
Singer sing me a given
Singer sing me a song
Standing on the shoulders of giants
Everybody's looking on
[(Old man don't lay so still you're not yet young, there's time to teach, point to point, point observation, children carry reservations)]
Standing on the shoulders of giants
Leaves me cold
A mean idea to call my own
A hundred million birds fly away, away, away
I am king of all I see
My kingdom for a voice
Old man don't lay so still, you're not yet young
There's time to teach, point to point
Point observation, children carry reservations
Standing on the shoulders of giants
Leaves me cold, leaves me cold
A mean idea to call my own
A hundred million birds fly away, away, away
Everybody hit the ground
Everybody hit the ground
Everybody hit the ground
Everybody hit the ground"
http://www.metrolyrics.com/catapult-lyrics-rem.html,1,Catapult Lyrics,2006,"We were little boys, we were little girls
It's nine o'clock, don't try to turn it off
Cowered in a hole, ope your mouth
Did we miss anything, did we miss anything
Did we miss anything, did we miss anything
Catapult (catapult), catapult
Catapult (catapult), catapult
We were little boys, we were little girls
It's nine o'clock, don't try to turn it off
Cowered in a hole, ope your mouth
We in step, in hand, your mother remembers this
Hear the howl of the rope, a question
Did we miss anything, did we miss anything
Did we miss anything, did we miss anything
Catapult (catapult), catapult
Catapult (catapult), catapult
March could be darker, March could be darker
Catapult (catapult), catapult
Catapult (catapult), catapult
We were little boys, we were little girls
It's nine o'clock, don't try to turn it off
Cowered in a hole, open your mouth
We in step, in hand, your mother remembers this
Hear the howl of the rope, a question
Did we miss anything, did we miss anything
Did we miss anything, did we miss anything
Catapult (catapult), catapult
Catapult (catapult), catapult"
http://www.metrolyrics.com/camera-lyrics-rem.html,1,Camera Lyrics,2006,"From the inside room when the front room greeting
Becomes your special book, it was simple then
When the party lulls, if we fall by the side
Will you be remembered, will she be remembered
Alone in a crowd, a bartered lantern borrowed
If I'm to be your camera, then who will be your face
I fell by your bed once, I didn't want to tell you
I should keep myself in between the pages
Of the green light room, if we fall by the side
Will you be remembered, will she be remembered
Alone in a crowd, a bartered lantern borrowed
If I'm to be your camera, then who will be your face
From the inside room when the front room greeting
Becomes your special book, it was simple then
When the party lulls, if we fall by the side
I still like you, can you remember
Alone in a crowd, a bartered lantern borrowed
If I'm to be your camera, then who will be your face
Alone in a crowd, a bartered lantern borrowed
If I'm to be your camera, then who will be your face"
http://www.metrolyrics.com/disguised-lyrics-rem.html,1,Disguised Lyrics,2016,"Everybody here
Comes from somewhere
But they would just as soon forget
and disguise
Disguised as they know what I made I feel it
No one saw your face, no one saw your fear
If that apparition had just appeared
Took you up and away from this place and sheer humiliation
Of your teenage station
Nobody cares no one remembers or cares
No one cares if your fantasies are
Dressed up in travesties
Enjoy yourself with no regrets
Two, three, four
If you call out safe then I'll stop right away
If the premise explode and the world starts to shake
For the details great
With the stories the same
You don't have to explain
You don't have to explain
Humiliation
Of your teenage station
No one cares if your fantasies are
Dressed up in travesties
Enjoy yourself with no regrets
Everybody here comes from somewhere
If they would just as soon forget,
And disguise
Disguised as they know what I feel I feel it
At the summer camp where you volunteered
No one saw your face, no one saw your fear
If that apparition had just appeared
Took you up and away from this place and sheer humiliation
Of your teenage station
A celebration Of your teenage station
Nobody cares no one remembers and nobody cares
Nobody cares no one remembers and nobody cares"
http://www.metrolyrics.com/animal-lyrics-rem.html,1,Animal Lyrics,2003,"Hey what's the big deal?
Tell me how to feel?
I know where we boomeranged and fell from grace.
Point me to the stars I'm up for the chase.
I know where we fell on our face.
Jump with me.
You jump with me.
Hey, what's the big deal-
I'm an animal.
(The answer landed on my rooftop. Whoa.)
I'm an animal.
(The future and the truth, on my rooftop. Whoa.)
I'm an animal.
(It's calling me to work it out.) (Whoa)
I don't wanna boomerang.
I don't wanna cannonball.
I'm not angling.
I don't want to fall.
Tell me I'm the anchor of my own ascension.
Tell me I'm a tourist in the 4th dimension?
Hey, what's the big deal-
I'm an animal.
(The answer landed on my rooftop. Whoa.)
I'm an animal.
(The future and the truth, on my rooftop. Whoa.)
I'm an animal.
(It's calling me to work it out.) (Whoa)
work it out.
I am vibrating at the speed of light.
Take my hand, we'll wind up the night.
Spin me, win me, lift me, kiss me.
Trip me, trust me, cuss me, judge me.
touch me now.
you take my hand.
you trust me now
you understand.
So, what's the big deal-
I'm an animal.
(The answer landed on my rooftop. Whoa.)
I'm an animal.
(The future and the truth, on my rooftop. Whoa.)
I'm an animal.
(It's calling me to work it out.) (Whoa)
I am vibrating at the speed of light."
http://www.metrolyrics.com/disappear-lyrics-rem.html,1,Disappear Lyrics,2014,"I've dragged my feet
Across the seat
And jumped out the passenger side.
The only thing worth looking for
Is what you find inside.
But that had not yet appeared.
Lost, invisible, here.
Tel Aviv and Agadir,
Taroudant and Olomouc
Before I learned to see
The vanishing point appear.
I looked for you and everywhere.
I looked for you and everywhere.
There is a calm I haven't come to yet
I spend half my life figuring what comes next.
I telescoped in.
I'll finally win,
I'll finally win the prize.
That now my eyes see
A comic's perfect timing squeezed.
I'm headfirst fighting everything
The crushed force of memory
Erasing all I've been
The vanishing point appears.
I looked for you and everywhere.
I looked for you and everywhere.
Tell me why you're here
I came to disappear.
Look at this face.
Can you believe it?
Am I living in a beautiful vacuum,
Because I can't see it.
The vanishing point appears.
I looked for you and everywhere.
I looked for you and everywhere.
Tell me why you're here
I came to disappear
Tell me why you're here
I came to disappear
I came to disappear."
http://www.metrolyrics.com/green-grow-the-rushes-lyrics-rem.html,1,Green Grow The Rushes Lyrics,2006,"The wheelbarrow's fallen look at my hands
They've found some surplus cheaper hands
Rubbing palms and pick and choose
Who will they choose? Here is the news
Look at that building, look at this man
Haloed and whitewashed gone to find a cheaper hand
He'll offer a pound, offer a pound
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go
The compass points the workers home
Pay for your freedom, find another gate
Guilt by associate, the rushes wilted a long time ago
Guilty as you go
Stay off that highway, word is it's not so safe
Grasses that hide the greenback
The amber waves of gain again
The amber waves of gain
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go
The compass points the workers home
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go
Green grow the rushes go"
http://www.metrolyrics.com/kohoutek-lyrics-rem.html,1,Kohoutek Lyrics,2006,"Who will stand alone
She carried ribbons, she wore them out
Courage built a bridge, jealousy tore it down
At least it's something you've left behind
And like Kohoutek you were gone
We sat in the garden, we stood on the porch
I won't deny myself, we never talked
She wore bangles, she wore bells
On her toes and she jumped
Like a fish, like a flying friend
You were gone, like Kohoutek, can't forget that
Fever built a bridge, reason tore it down
If I am one to follow who will stand alone
Maybe you're not the problem, scissors, paper, stone
If you stand and holler, these prayers will talk
She carried ribbons, she wore them out
Michael built a bridge, Michael tore it down
At least it's something you've left behind
Like Kohoutek, you were gone
Michael built a bridge, Michael tore it down
If I stand and holler will I stand alone"
http://www.metrolyrics.com/arms-of-love-lyrics-rem.html,1,Arms Of Love Lyrics,2006,"Maybe tonight you're achin'
For someone you're dreamin' of
Tomorrow you'll be wakin'
Into the Arms, into the arms of Love
Maybe tonight you're cryin'
Like a poor wounded dove
Tell me you'll soon be flying
Into the Arms, into the arms of love
Maybe tonight you're takin'
You couldn't get enough
Honey you'll soon be wakin'
Into the Arms, into the arms of Love
Maybe the world is falling
It wasn't strong enough
Tell me you'll soon be crawling
Into the Arms, into the arms of Love
(repeat to end)"
